,pair,accuracy,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,g0-->g1,0.975,0.9875,0.9875,0.9875,1.0,1.0,0.9888888888888889
1,g0-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,g0-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,g0-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,g0-->g5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,g1-->g0,0.975,0.975,0.975,0.975,0.975,0.9875,0.9756431068931068
6,g1-->g2,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9839629365645046
7,g1-->g3,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,1.0,0.9857853589196873
8,g1-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,g1-->g5,0.9848484848484849,0.9848484848484849,0.9848484848484849,0.9848484848484849,0.9848484848484849,1.0,0.986013986013986
10,g2-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,g2-->g1,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9838941616335922
12,g2-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,g2-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,g2-->g5,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9699002849002849
15,g3-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,g3-->g1,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9855269109000453
17,g3-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,g3-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,g3-->g5,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9852941176470589,0.9715038314176245
20,g4-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,g4-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,g4-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,g4-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,g4-->g5,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9842741935483871
25,g5-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,g5-->g1,0.9848484848484849,0.9848484848484849,0.9848484848484849,0.9848484848484849,0.9848484848484849,1.0,0.9854096520763188
27,g5-->g2,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,1.0,0.9710059171597633
28,g5-->g3,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9852941176470589,0.9716134049773757
29,g5-->g4,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,1.0,0.9844913151364765
