,pair,accuracy,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,g5-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,g5-->g3,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,1.0,0.9750692520775623
2,g5-->g2,0.9166666666666666,0.9444444444444444,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,0.9606481481481483
3,g5-->g1,0.9444444444444444,0.9722222222222222,1.0,1.0,1.0,1.0,0.9861111111111112
4,g5-->g0,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,1.0,0.9767711962833915
5,g4-->g5,0.9473684210526315,0.9210526315789473,1.0,1.0,1.0,1.0,0.9605263157894737
6,g4-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,g4-->g2,0.95,0.95,1.0,1.0,1.0,1.0,0.975
8,g4-->g1,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9763965381589299
9,g4-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,g3-->g5,0.868421052631579,0.9210526315789473,0.9736842105263158,0.9736842105263158,1.0,1.0,0.9502923976608187
11,g3-->g4,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546
12,g3-->g2,0.95,0.95,1.0,1.0,1.0,1.0,0.975
13,g3-->g1,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0
14,g3-->g0,0.9148936170212766,0.8936170212765957,1.0,1.0,1.0,1.0,0.9468085106382979
15,g2-->g5,0.9166666666666666,0.9444444444444444,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,0.9547325102880659
16,g2-->g4,0.9,0.95,0.975,1.0,1.0,1.0,0.9675
17,g2-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,g2-->g1,0.918918918918919,0.9459459459459459,0.972972972972973,0.972972972972973,0.972972972972973,1.0,0.9605405405405405
19,g2-->g0,0.9534883720930233,0.9534883720930233,1.0,1.0,1.0,1.0,0.9767441860465116
20,g1-->g5,0.9444444444444444,0.9722222222222222,1.0,1.0,1.0,1.0,0.9861111111111112
21,g1-->g4,0.926829268292683,0.9512195121951219,0.9512195121951219,0.975609756097561,0.975609756097561,0.975609756097561,0.9580561714708057
22,g1-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,g1-->g2,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,1.0,0.974054054054054
24,g1-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,g0-->g5,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,1.0,0.9767711962833915
26,g0-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,g0-->g3,0.9361702127659575,0.9787234042553191,1.0,1.0,1.0,1.0,0.9893617021276596
28,g0-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,g0-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
