,pair,accuracy,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,g5-->g4,0.972972972972973,0.9864864864864865,0.9864864864864865,0.9864864864864865,0.9864864864864865,1.0,0.9873873873873873
1,g5-->g3,0.8767123287671232,0.9452054794520548,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,0.9621004566210044
2,g5-->g2,0.875,0.8875,0.9375,0.95,0.95,0.975,0.9145629897528632
3,g5-->g1,0.8902439024390244,0.8902439024390244,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9371766444937176
4,g5-->g0,0.8651685393258427,0.898876404494382,0.9213483146067416,0.9325842696629213,0.9325842696629213,0.9662921348314607,0.9132577097250494
5,g4-->g5,0.9324324324324325,0.9594594594594594,0.972972972972973,0.9864864864864865,0.9864864864864865,0.9864864864864865,0.9697797112180674
6,g4-->g3,0.9411764705882353,0.9705882352941176,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9782754010695188
7,g4-->g2,0.9178082191780822,0.9178082191780822,0.9863013698630136,0.9863013698630136,1.0,1.0,0.9534246575342465
8,g4-->g1,0.9210526315789473,0.9605263157894737,1.0,1.0,1.0,1.0,0.9780701754385966
9,g4-->g0,0.9024390243902439,0.9390243902439024,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.959620596205962
10,g3-->g5,0.8356164383561644,0.8767123287671232,0.9726027397260274,0.9863013698630136,0.9863013698630136,1.0,0.9288031723143475
11,g3-->g4,0.9705882352941176,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9856004901960783
12,g3-->g2,0.9714285714285714,0.9857142857142858,1.0,1.0,1.0,1.0,0.9928571428571429
13,g3-->g1,0.8533333333333334,0.8933333333333333,0.9733333333333334,0.9733333333333334,0.9733333333333334,0.9733333333333334,0.9316851851851853
14,g3-->g0,0.8658536585365854,0.9146341463414634,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9494261119081778
15,g2-->g5,0.85,0.9,0.9375,0.9375,0.9375,0.95,0.920635823951898
16,g2-->g4,0.958904109589041,0.9863013698630136,1.0,1.0,1.0,1.0,0.9931506849315068
17,g2-->g3,0.9857142857142858,0.9857142857142858,1.0,1.0,1.0,1.0,0.9904761904761904
18,g2-->g1,0.926829268292683,0.9512195121951219,0.9878048780487805,1.0,1.0,1.0,0.9678861788617885
19,g2-->g0,0.8636363636363636,0.8977272727272727,0.9204545454545454,0.9318181818181818,0.9318181818181818,0.9431818181818182,0.9117153154077706
20,g1-->g5,0.9146341463414634,0.9390243902439024,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9615668883961567
21,g1-->g4,0.9342105263157895,0.9605263157894737,1.0,1.0,1.0,1.0,0.9780701754385964
22,g1-->g3,0.92,0.9466666666666667,0.9733333333333334,0.9733333333333334,0.9733333333333334,0.9866666666666667,0.9615629984051037
23,g1-->g2,0.9146341463414634,0.9634146341463414,0.9878048780487805,1.0,1.0,1.0,0.9766260162601625
24,g1-->g0,0.8709677419354839,0.9139784946236559,0.956989247311828,0.956989247311828,0.956989247311828,0.978494623655914,0.9366575477739957
25,g0-->g5,0.9325842696629213,0.9325842696629213,0.9325842696629213,0.9438202247191011,0.9438202247191011,0.9550561797752809,0.9368341761734952
26,g0-->g4,0.975609756097561,1.0,1.0,1.0,1.0,1.0,1.0
27,g0-->g3,0.9024390243902439,0.9512195121951219,0.975609756097561,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9647283363077533
28,g0-->g2,0.8636363636363636,0.9090909090909091,0.9431818181818182,0.9431818181818182,0.9431818181818182,0.9431818181818182,0.9271267032630669
29,g0-->g1,0.9139784946236559,0.946236559139785,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.957577766425015
