,pair,accuracy,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,g5-->g4,0.95,0.95,0.95,0.95,0.95,0.95,0.9508244867553378
1,g5-->g3,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9878332438718912
2,g5-->g2,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9756174769724906
3,g5-->g1,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9760374690703428
4,g5-->g0,0.978021978021978,0.978021978021978,0.978021978021978,0.978021978021978,0.978021978021978,1.0,0.9792597512377733
5,g4-->g5,0.95,0.95,0.95,0.95,0.95,0.95,0.9507659558378705
6,g4-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,g4-->g2,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9875
8,g4-->g1,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9870175438596491
9,g4-->g0,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9889118864577174
10,g3-->g5,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9876543209876543,0.9878829446730681
11,g3-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,g3-->g2,0.9875,0.9875,0.9875,0.9875,0.9875,0.9875,0.9876488095238095
13,g3-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,g3-->g0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9666666666666667,0.9569614706281372
15,g2-->g5,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9756084708003068
16,g2-->g4,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9873417721518988,0.9875040571243102
17,g2-->g3,0.9875,0.9875,0.9875,0.9875,0.9875,0.9875,0.9876470588235294
18,g2-->g1,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9625441120061372
19,g2-->g0,0.9550561797752809,0.9550561797752809,0.9550561797752809,0.9550561797752809,0.9550561797752809,0.9550561797752809,0.955781569161167
20,g1-->g5,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9759766656108119
21,g1-->g4,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9870199146514936
22,g1-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,g1-->g2,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.962513802595301
24,g1-->g0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9664202166006497
25,g0-->g5,0.978021978021978,0.978021978021978,0.989010989010989,0.989010989010989,0.989010989010989,0.989010989010989,0.9838056680161943
26,g0-->g4,1.0,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9887640449438202,0.9889138576779026
27,g0-->g3,0.9555555555555556,0.9555555555555556,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.959775345131667
28,g0-->g2,0.9550561797752809,0.9550561797752809,0.9550561797752809,0.9550561797752809,0.9662921348314607,0.9662921348314607,0.9566418427333856
29,g0-->g1,0.9655172413793104,0.9770114942528736,0.9770114942528736,0.9770114942528736,1.0,1.0,0.9803639846743295
