,pair,accuracy,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,g5-->g4,0.9247311827956989,0.946236559139785,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.9576280754491974
1,g5-->g3,0.9347826086956522,0.9456521739130435,0.9891304347826086,0.9891304347826086,0.9891304347826086,0.9891304347826086,0.9658902691511386
2,g5-->g2,0.8854166666666666,0.8854166666666666,0.9479166666666666,0.9479166666666666,0.9479166666666666,0.9479166666666666,0.915860627586178
3,g5-->g1,0.8804347826086957,0.9239130434782609,0.967391304347826,0.967391304347826,0.967391304347826,0.9782608695652174,0.9464195213689652
4,g5-->g0,0.8556701030927835,0.865979381443299,0.9690721649484536,0.9690721649484536,0.9690721649484536,1.0,0.9178561987840337
5,g4-->g5,0.967741935483871,0.956989247311828,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.9629037840789332
6,g4-->g3,0.9230769230769231,0.9340659340659341,0.967032967032967,0.967032967032967,0.978021978021978,0.989010989010989,0.9530606006015844
7,g4-->g2,0.8947368421052632,0.9052631578947369,0.9578947368421052,0.9578947368421052,0.9578947368421052,0.968421052631579,0.9291908644851566
8,g4-->g1,0.9456521739130435,0.967391304347826,0.9891304347826086,0.9891304347826086,0.9891304347826086,1.0,0.9787137681159421
9,g4-->g0,0.9583333333333334,0.9583333333333334,0.96875,0.96875,0.96875,0.9791666666666666,0.9647012661335578
10,g3-->g5,0.9239130434782609,0.9347826086956522,0.9782608695652174,0.9891304347826086,0.9891304347826086,1.0,0.9578722002635046
11,g3-->g4,0.8791208791208791,0.9230769230769231,0.967032967032967,0.967032967032967,0.967032967032967,0.978021978021978,0.9426288764998443
12,g3-->g2,0.9148936170212766,0.9148936170212766,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9437035528860835
13,g3-->g1,0.9,0.9,0.9333333333333333,0.9333333333333333,0.9444444444444444,0.9888888888888889,0.9199022959611194
14,g3-->g0,0.8736842105263158,0.9052631578947369,0.9263157894736842,0.9368421052631579,0.9368421052631579,0.968421052631579,0.9204444065765951
15,g2-->g5,0.9479166666666666,0.9479166666666666,0.9479166666666666,0.9479166666666666,0.9479166666666666,0.9479166666666666,0.9489758083875731
16,g2-->g4,0.8526315789473684,0.8842105263157894,0.9578947368421052,0.9578947368421052,0.9578947368421052,0.968421052631579,0.9187875943151228
17,g2-->g3,0.8829787234042553,0.925531914893617,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9893617021276596,0.9527124735504587
18,g2-->g1,0.9468085106382979,0.9574468085106383,0.9680851063829787,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.9652137286993357
19,g2-->g0,0.9090909090909091,0.9393939393939394,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.98989898989899,0.9537970851569373
20,g1-->g5,0.9021739130434783,0.9239130434782609,0.967391304347826,0.967391304347826,0.967391304347826,0.967391304347826,0.9461662811242053
21,g1-->g4,0.967391304347826,0.9782608695652174,0.9891304347826086,0.9891304347826086,0.9891304347826086,1.0,0.9841897233201581
22,g1-->g3,0.8666666666666667,0.9,0.9222222222222223,0.9222222222222223,0.9444444444444444,0.9888888888888889,0.9168937530947417
23,g1-->g2,0.9468085106382979,0.9574468085106383,0.9680851063829787,0.9680851063829787,0.9680851063829787,0.9893617021276596,0.9638038592331045
24,g1-->g0,0.9052631578947369,0.9263157894736842,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9578947368421052,0.9382055541629264
25,g0-->g5,0.8865979381443299,0.9278350515463918,0.9690721649484536,0.9690721649484536,0.979381443298969,0.979381443298969,0.9502986231618121
26,g0-->g4,0.8854166666666666,0.9375,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9895833333333334,0.9557598039215686
27,g0-->g3,0.8947368421052632,0.9157894736842105,0.9368421052631579,0.9473684210526315,0.9473684210526315,0.968421052631579,0.931078805095833
28,g0-->g2,0.9090909090909091,0.9191919191919192,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.98989898989899,0.9459022459022459
29,g0-->g1,0.9578947368421052,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9578947368421052,0.9486378148760836
