,pair,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,cond-mat.stat-mech-->q-bio.MN,0.6062992125984252,0.7480314960629921,0.8464566929133859,0.9330708661417323,0.9881889763779528,0.6998915593649939
1,cond-mat.stat-mech-->physics.bio-ph,0.5523613963039015,0.7084188911704312,0.8316221765913757,0.8952772073921971,0.9548254620123203,0.6500381148628067
2,cond-mat.stat-mech-->physics.soc-ph,0.8322147651006712,0.9093959731543624,0.9395973154362416,0.9395973154362416,0.9630872483221476,0.8719654990797887
3,cond-mat.stat-mech-->cs.CV,0.9662921348314607,0.9662921348314607,1.0,1.0,1.0,0.9730337078651685
4,cond-mat.stat-mech-->physics.data-an,0.5585331452750353,0.6473906911142454,0.6741889985895627,0.8533145275035261,0.9337094499294781,0.6319617382950854
5,cond-mat.stat-mech-->nlin.AO,0.8970588235294118,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9289526592878167
6,cond-mat.stat-mech-->math.OC,0.7210144927536232,0.8586956521739131,0.8840579710144928,0.9456521739130435,0.9782608695652174,0.8011863215216186
7,cond-mat.stat-mech-->cs.SI,0.554945054945055,0.6282051282051282,0.7692307692307693,0.8608058608058609,0.967032967032967,0.6333337882233993
8,cond-mat.stat-mech-->cond-mat.dis-nn,0.5370741482965932,0.7595190380761523,0.8336673346693386,0.9138276553106213,0.9859719438877755,0.6651561378609776
9,q-bio.MN-->cond-mat.stat-mech,0.8307086614173228,0.8661417322834646,0.9173228346456693,0.952755905511811,0.9803149606299213,0.8633745402014642
10,q-bio.MN-->physics.bio-ph,0.6611764705882353,0.7764705882352941,0.8282352941176471,0.9035294117647059,0.9458823529411765,0.7349524720561095
11,q-bio.MN-->physics.soc-ph,0.8859649122807017,0.9364035087719298,0.9583333333333334,0.9649122807017544,0.9758771929824561,0.9136214763321429
12,q-bio.MN-->cs.CV,0.9857142857142858,1.0,1.0,1.0,1.0,0.9904761904761906
13,q-bio.MN-->physics.data-an,0.4740740740740741,0.5654320987654321,0.6962962962962963,0.8296296296296296,0.9012345679012346,0.5662574412492771
14,q-bio.MN-->nlin.AO,0.9347826086956522,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.967391304347826,0.9449090158211141
15,q-bio.MN-->math.OC,0.7526315789473684,0.868421052631579,0.9157894736842105,0.9473684210526315,0.968421052631579,0.813721137422135
16,q-bio.MN-->cs.SI,0.483974358974359,0.6410256410256411,0.6955128205128205,0.8685897435897436,0.9230769230769231,0.5879226510423664
17,q-bio.MN-->cond-mat.dis-nn,0.6059405940594059,0.7544554455445545,0.803960396039604,0.8772277227722772,0.9485148514851485,0.7005781294728489
18,physics.bio-ph-->cond-mat.stat-mech,0.8829568788501027,0.9158110882956879,0.9383983572895277,0.9609856262833676,0.9691991786447639,0.9076090896181604
19,physics.bio-ph-->q-bio.MN,0.7976470588235294,0.8611764705882353,0.9105882352941177,0.9364705882352942,0.96,0.8399353780191647
20,physics.bio-ph-->physics.soc-ph,0.891588785046729,0.9158878504672897,0.9439252336448598,0.9588785046728971,0.983177570093458,0.9110124319038024
21,physics.bio-ph-->cs.CV,0.9905660377358491,0.9952830188679245,1.0,1.0,1.0,0.9933176100628931
22,physics.bio-ph-->physics.data-an,0.5972495088408645,0.6984282907662083,0.7711198428290766,0.8408644400785854,0.918467583497053,0.6727322853752408
23,physics.bio-ph-->nlin.AO,0.9358974358974359,0.9358974358974359,0.9615384615384616,0.9871794871794872,0.9871794871794872,0.9450088547521452
