,pair,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,cond-mat.dis-nn-->cs.SI,0.9871382636655949,0.9871382636655949,0.9871382636655949,0.9871382636655949,0.9871382636655949,0.9871421590852958
1,cond-mat.dis-nn-->physics.data-an,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.9928571428571429,0.9928590303117869
2,cond-mat.dis-nn-->cond-mat.stat-mech,0.9979959919839679,0.9979959919839679,0.9979959919839679,0.9979959919839679,0.9979959919839679,0.9980034418278937
3,cond-mat.dis-nn-->physics.bio-ph,0.9947159841479525,0.9947159841479525,0.9947159841479525,0.9947159841479525,0.9947159841479525,0.9947186354689844
4,cond-mat.dis-nn-->physics.soc-ph,0.9911190053285968,0.9911190053285968,0.9911190053285968,0.9911190053285968,0.9911190053285968,0.9911554746579251
5,cond-mat.dis-nn-->nlin.AO,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9889601139601139
6,cond-mat.dis-nn-->math.OC,1.0,1.0,1.0,1.0,1.0,1.0
7,cond-mat.dis-nn-->q-bio.MN,0.998019801980198,0.998019801980198,0.998019801980198,0.998019801980198,0.998019801980198,0.9980209239054217
8,cond-mat.dis-nn-->cs.CV,0.9948979591836735,0.9948979591836735,0.9948979591836735,0.9948979591836735,0.9948979591836735,0.9949198563545589
9,cs.SI-->cond-mat.dis-nn,0.9871382636655949,0.9871382636655949,0.9871382636655949,0.9871382636655949,0.9871382636655949,0.9871450122089012
10,cs.SI-->physics.data-an,0.9912731006160165,0.9912731006160165,0.9912731006160165,0.9912731006160165,0.9912731006160165,0.9912771879270693
11,cs.SI-->cond-mat.stat-mech,0.9945054945054945,0.9945054945054945,0.9945054945054945,0.9945054945054945,0.9945054945054945,0.9945249335672347
12,cs.SI-->physics.bio-ph,0.9881831610044313,0.9881831610044313,0.9881831610044313,0.9881831610044313,0.9881831610044313,0.9881908632425377
13,cs.SI-->physics.soc-ph,0.9966555183946488,0.9966555183946488,0.9966555183946488,0.9966555183946488,0.9966555183946488,0.996659523761841
14,cs.SI-->nlin.AO,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961538461538462,0.9961602351137235
15,cs.SI-->math.OC,0.9946949602122016,0.9946949602122016,0.9946949602122016,0.9946949602122016,0.9946949602122016,0.9947061154095287
