,pair,accuracy,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,g0-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,g0-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,g0-->g3,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,1.0,0.9780564263322884
3,g0-->g4,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,1.0,0.9799331103678931
4,g0-->g5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,g1-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,g1-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,g1-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,g1-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,g1-->g5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,g2-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,g2-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,g2-->g3,0.95,0.95,0.95,0.95,1.0,1.0,0.9560714285714287
13,g2-->g4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,g2-->g5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,g3-->g0,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9779411764705883
16,g3-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,g3-->g2,0.95,0.95,0.95,0.95,0.95,1.0,0.9529166666666666
18,g3-->g4,0.95,0.95,0.95,0.95,0.95,0.975,0.9516016016016018
19,g3-->g5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,g4-->g0,1.0,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,1.0,0.9793478260869565
21,g4-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,g4-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,g4-->g3,0.95,0.95,0.95,0.95,0.95,0.95,0.9515877016129032
24,g4-->g5,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9778708133971292
25,g5-->g0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,g5-->g1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,g5-->g2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,g5-->g3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,g5-->g4,1.0,0.9772727272727273,1.0,1.0,1.0,1.0,0.9886363636363636
