,pair,accuracy,precision@1,precision@3,precision@5,precision@10,precision@30,MAP
0,g5-->g4,0.9743589743589743,0.9871794871794872,1.0,1.0,1.0,1.0,0.9914529914529914
1,g5-->g3,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9583333333333334,0.9333745228104589
2,g5-->g2,0.987012987012987,0.974025974025974,0.974025974025974,0.974025974025974,0.987012987012987,0.987012987012987,0.9759199134199136
3,g5-->g1,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9751499901575645
4,g5-->g0,0.9204545454545454,0.9090909090909091,0.9431818181818182,0.9431818181818182,0.9431818181818182,0.9545454545454546,0.9275904537118781
5,g4-->g5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,g4-->g3,0.9736842105263158,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9872532894736842
7,g4-->g2,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9612538477266552
8,g4-->g1,0.9135802469135802,0.9012345679012346,0.9135802469135802,0.9629629629629629,0.9629629629629629,0.9876543209876543,0.9212336396546923
9,g4-->g0,0.9325842696629213,0.9550561797752809,0.9662921348314607,0.9662921348314607,0.9775280898876404,0.9775280898876404,0.9627211377483215
10,g3-->g5,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9444444444444444,0.9583333333333334,0.9335042457633735
11,g3-->g4,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9868421052631579,0.9748720760233918
12,g3-->g2,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9865591397849462
13,g3-->g1,0.88,0.88,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.96,0.909213713702878
14,g3-->g0,0.8928571428571429,0.9166666666666666,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9315602022011191
15,g2-->g5,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.987012987012987,0.974925074925075
16,g2-->g4,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9605263157894737,0.9736842105263158,0.9616082357055431
17,g2-->g3,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.9865900383141764
18,g2-->g1,0.9367088607594937,0.9620253164556962,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9690131919080736
19,g2-->g0,0.8850574712643678,0.8620689655172413,0.9540229885057471,0.9540229885057471,0.9540229885057471,0.9655172413793104,0.9052574297194755
20,g1-->g5,0.9620253164556962,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9752800381756077
21,g1-->g4,0.9259259259259259,0.8765432098765432,0.9506172839506173,0.9506172839506173,0.9506172839506173,0.9876543209876543,0.9139572987399075
22,g1-->g3,0.9066666666666666,0.8933333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.96,0.9132396045522069
23,g1-->g2,0.9493670886075949,0.9620253164556962,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9873417721518988,0.9691401877206579
24,g1-->g0,0.8333333333333334,0.8555555555555555,0.9,0.9555555555555556,0.9777777777777777,0.9888888888888889,0.8953441511284649
25,g0-->g5,0.9204545454545454,0.9318181818181818,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.944160793690969
26,g0-->g4,0.9550561797752809,0.9662921348314607,0.9775280898876404,0.9775280898876404,0.9775280898876404,0.9887640449438202,0.9725614720729523
27,g0-->g3,0.9166666666666666,0.8928571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9275640080593642
28,g0-->g2,0.8735632183908046,0.8735632183908046,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9885057471264368,0.9172600042571307
29,g0-->g1,0.8555555555555555,0.8777777777777778,0.9555555555555556,0.9555555555555556,1.0,1.0,0.9192239858906526
